timestamp , luminance, accX, accY , accZ, accXwithG, accYwithG, accZwithG
41665.10205078125, 71.1988617307177, -0.0031, -0.0002, 0.0361, -0.1263, -0.0039, 9.8420
41699.251953125, 71.19970640011094, 0.0067, -0.0069, 0.0430, -0.1166, -0.0108, 9.8488
41731.091064453125, 71.19746564092726, -0.0099, -0.0145, 0.0298, -0.1330, -0.0181, 9.8357
41762.2060546875, 71.19970660419389, -0.0015, 0.0010, 0.0419, -0.1243, -0.0027, 9.8478
41799.72705078125, 71.20489847358152, 0.0043, 0.0030, 0.0370, -0.1184, -0.0009, 9.8429
41831.3017578125, 71.22051752663764, -0.0089, -0.0010, 0.0398, -0.1315, -0.0051, 9.8457
41866.260009765625, 71.22659094704792, -0.0025, -0.0060, 0.0310, -0.1245, -0.0099, 9.8369
41898.47802734375, 71.2274998531728, -0.0038, -0.0053, 0.0386, -0.1258, -0.0087, 9.8445
41933.199951171875, 71.23825567358114, -0.0040, -0.0005, 0.0338, -0.1261, -0.0040, 9.8397
41964.132080078125, 71.23625551031652, -0.0054, 0.0027, 0.0311, -0.1275, -0.0006, 9.8370
41999.758056640625, 71.23677905317314, 0.0052, 0.0083, 0.0434, -0.1173, 0.0051, 9.8493
42033.57275390625, 71.24762247357513, 0.0005, -0.0023, 0.0238, -0.1220, -0.0054, 9.8297
42065.905029296875, 71.24459579603202, 0.0003, 0.0015, 0.0436, -0.1223, -0.0013, 9.8494
42100.668212890625, 71.24359240011049, -0.0061, 0.0044, 0.0328, -0.1284, 0.0016, 9.8387
42133.598876953125, 71.24388984500771, -0.0031, 0.0032, 0.0379, -0.1251, 0.0007, 9.8438
42166.9619140625, 71.23595928174441, 0.0034, -0.0056, 0.0470, -0.1187, -0.0081, 9.8529
42199.830078125, 71.24265467765836, 0.0002, 0.0057, 0.0368, -0.1218, 0.0028, 9.8427
42234.124755859375, 71.24482253072298, -0.0073, 0.0042, 0.0323, -0.1296, 0.0009, 9.8382
